Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
6999          6999          +257.217      +659.308      +693.96       +37.3435      -1261.42      -216.118      +1647.83      -1477.54      +170.288      
7000          7000          +231.03       +729.476      +700.302      +38.4427      -1297.16      -204.625      +1699.25      -1501.78      +197.469      
7001          7001          +238.035      +651.476      +709.196      +32.5858      -1257.14      -221.215      +1631.29      -1478.36      +152.934      
7002          7002          +225.742      +653.573      +707.118      +34.4515      -1232.11      -217.12       +1620.88      -1449.23      +171.651      
7003          7003          +245.248      +669.608      +682.358      +39.4605      -1290.62      -218.537      +1636.67      -1509.16      +127.514      
7004          7004          +217.676      +683.881      +700.517      +46.9106      -1274.13      -210.811      +1648.99      -1484.94      +164.044      
7005          7005          +235.192      +661.064      +693.823      +39.2557      -1269.98      -209.839      +1629.33      -1479.82      +149.516      
7006          7006          +224.926      +672.488      +697.343      +41.759       -1259.86      -231.004      +1636.52      -1490.86      +145.654      
7007          7007          +227.521      +674.02       +688.436      +36.6186      -1249.23      -232.553      +1626.6       -1481.79      +144.81       
7008          7008          +222.848      +665.952      +697.895      +36.8055      -1271.19      -221.318      +1623.5       -1492.51      +130.987      
7009          7009          +250.656      +643.184      +702.314      +37.8307      -1264.98      -225.466      +1633.98      -1490.44      +143.54       
7010          7010          +229.955      +668.642      +705.547      +43.3728      -1261.83      -219.225      +1647.52      -1481.06      +166.458      
7011          7011          +242.213      +650.354      +703.95       +36.0484      -1254.4       -224.626      +1632.57      -1479.02      +153.543      
7012          7012          +226.89       +681.804      +690.857      +38.1181      -1293.93      -206.868      +1637.67      -1500.8       +136.872      
7013          7013          +225.734      +677.02       +706.466      +39.952       -1278.3       -206.087      +1649.17      -1484.39      +164.784      
7014          7014          +223.767      +646.7        +706.922      +37.0992      -1262.34      -210.893      +1614.49      -1473.24      +141.251      
7015          7015          +207.585      +658.585      +705.952      +43.487       -1268.98      -207.691      +1615.61      -1476.67      +138.937      
7016          7016          +249.388      +705.067      +691.266      +33.5135      -1272.41      -220.799      +1679.23      -1493.21      +186.029      
7017          7017          +220.315      +694.377      +710.408      +38.1278      -1268.35      -211.385      +1663.23      -1479.74      +183.488      
7018          7018          +216.144      +696.803      +707.151      +47.666       -1247.55      -210.05       +1667.76      -1457.6       +210.168      
7019          7019          +221.722      +677.806      +705.194      +41.0251      -1264.85      -224.419      +1645.75      -1489.27      +156.478      
7020          7020          +243.129      +666.952      +694.952      +35.0955      -1270.73      -236.898      +1640.13      -1507.63      +132.503      
7021          7021          +247.716      +655.217      +691.009      +34.9977      -1284.32      -230.501      +1628.94      -1514.82      +114.118      
7022          7022          +234.37       +667.495      +695.074      +29.525       -1259.29      -215.756      +1626.47      -1475.04      +151.422      
7023          7023          +221.835      +667.299      +712.645      +39.0785      -1255.6       -221.728      +1640.86      -1477.33      +163.527      
7024          7024          +231.31       +659.295      +703.25       +38.5309      -1262.15      -215.707      +1632.39      -1477.86      +154.531      
7025          7025          +229.88       +683.774      +703.284      +33.4616      -1249.96      -235.572      +1650.4       -1485.53      +164.867      
7026          7026          +231.04       +658.256      +716.888      +41.4309      -1270.16      -231.954      +1647.61      -1502.12      +145.497      
7027          7027          +221.593      +650.649      +717.754      +38.2544      -1253.76      -220.19       +1628.25      -1473.95      +154.296      
7028          7028          +242.666      +660.926      +712.266      +43.7698      -1262.49      -221.098      +1659.63      -1483.59      +176.036      
7029          7029          +240.93       +685.306      +697.508      +35.6564      -1283.8       -207.361      +1659.4       -1491.16      +168.236      
7030          7030          +230.156      +661.531      +694.522      +31.6651      -1242.21      -241.155      +1617.87      -1483.36      +134.512      
7031          7031          +233.184      +719.46       +690.495      +32.0394      -1264.27      -244.072      +1675.18      -1508.34      +166.833      
7032          7032          +208.441      +680.723      +693.172      +34.6965      -1266.49      -197.439      +1617.03      -1463.92      +153.109      
7033          7033          +225.771      +666.709      +706.362      +42.1675      -1280.45      -220.028      +1641.01      -1500.48      +140.531      
7034          7034          +243.236      +658.892      +700.552      +39.2778      -1274.32      -225.106      +1641.96      -1499.43      +142.531      
7035          7035          +224.776      +642.624      +718.068      +33.375       -1253.63      -211.202      +1618.84      -1464.83      +154.011      
7036          7036          +200.836      +651.4        +712.001      +33.7873      -1221.38      -226.322      +1598.02      -1447.71      +150.317      
7037          7037          +234.977      +665.319      +697.787      +36.9555      -1233.97      -220.641      +1635.04      -1454.61      +180.424      
7038          7038          +223.651      +641.846      +686.916      +42.5451      -1221.14      -223.501      +1594.96      -1444.64      +150.315      
7039          7039          +219.228      +656.218      +692.351      +34.9006      -1212.75      -232.084      +1602.7       -1444.84      +157.861      
7040          7040          +240.699      +652.628      +694.683      +40.2179      -1211.61      -216.378      +1628.23      -1427.99      +200.239      
